"Recording","Timestamp","Species Text","Calls [#]","Mean Peak Frequency [kHz]","Mean Max Frequency [kHz]","Mean Min Frequency [kHz]","Mean Call Lenght [ms]","Mean Call Distance [ms]","Temperature [°C]","Latitude [WGS84]","Longitude [WGS84]","Length [s]"
"24910044","09/06/2018 21:56:34","Pipistrellus pipistrellus","1","48.5","50.4","47.0","5.2","0","17.0","","","1.49"
"24910045","09/06/2018 22:00:56","Rhinolophus ferrumequinum","8","82.8","83.7","80.8","25.4","100","17.0","","","1.85"
"24910046","09/06/2018 22:02:34","Rhinolophus ferrumequinum","14","42.0","49.4","47.2","1.0","100","17.0","50.516568","-4.166063","13.99"
"24910047","09/06/2018 22:03:34","Rhinolophus ferrumequinum","18","82.1","83.6","79.5","44.7","100","17.0","50.516388","-4.166243","3.06"
"24910048","09/06/2018 22:04:52","Rhinolophus ferrumequinum","11","82.3","84.4","80.6","22.9","90","17.0","50.516560","-4.166038","1.89"
"24910049","09/06/2018 22:05:25","Rhinolophus ferrumequinum","16","82.8","84.0","81.6","18.0","40","17.0","50.516735","-4.165965","2.35"
"24910050","09/06/2018 22:05:34","Rhinolophus ferrumequinum","19","82.4","84.5","81.2","17.2","30","17.0","50.516712","-4.165642","2.50"
"24910051","09/06/2018 22:05:37","Rhinolophus ferrumequinum","22","82.6","83.5","79.6","34.7","90","17.0","50.516712","-4.165642","4.36"
"24910052","09/06/2018 22:06:05","Rhinolophus ferrumequinum","14","82.0","83.3","78.6","55.4","100","17.0","50.516557","-4.165947","3.82"
"24910053","09/06/2018 22:06:14","Rhinolophus ferrumequinum","13","82.2","83.1","80.2","41.5","100","17.0","50.516557","-4.165947","3.52"
"24910054","09/06/2018 22:07:25","Rhinolophus ferrumequinum","10","82.4","83.6","79.6","43.2","110","17.0","50.516555","-4.165942","2.49"
"24910055","09/06/2018 22:07:31","Rhinolophus ferrumequinum","8","82.3","83.2","81.4","10.0","90","17.0","50.516555","-4.165942","1.62"
"24910056","09/06/2018 22:07:56","Pipistrellus pipistrellus","6","47.6","54.1","46.5","7.0","83","17.0","50.516623","-4.165868","1.60"
"24910057","09/06/2018 22:07:59","Pipistrellus pipistrellus","1","49.4","56.5","47.9","4.6","0","17.0","50.516623","-4.165868","1.50"
"24910058","09/06/2018 22:08:14","Rhinolophus ferrumequinum","6","82.4","83.5","81.4","7.0","30","17.0","50.516515","-4.166073","1.50"
"24910059","09/06/2018 22:08:40","Rhinolophus ferrumequinum","19","82.7","83.8","81.3","27.3","90","17.0","50.516630","-4.166147","2.70"
"24910060","09/06/2018 22:08:44","Rhinolophus ferrumequinum","25","82.2","83.5","78.5","50.0","161","17.0","50.516630","-4.166147","6.11"
"24910061","09/06/2018 22:09:42","Pipistrellus pipistrellus","5","48.4","52.7","46.7","3.0","70","17.0","50.516708","-4.165853","1.64"
"24910062","09/06/2018 22:11:09","Rhinolophus ferrumequinum","26","82.2","83.6","80.2","43.4","90","17.0","","","3.85"
"24910063","09/06/2018 22:11:30","Rhinolophus ferrumequinum","18","82.3","83.2","77.7","29.4","90","17.0","50.516952","-4.165357","3.10"
"24910064","09/06/2018 22:11:34","Rhinolophus ferrumequinum","245","83.2","84.2","81.5","30.0","60","17.0","50.516952","-4.165357","20.49"
"24910065","09/06/2018 22:11:58","Rhinolophus ferrumequinum","221","83.6","84.4","82.3","30.0","80","17.0","50.516887","-4.165347","20.50"
"24910066","09/06/2018 22:12:21","Rhinolophus ferrumequinum","253","83.9","85.0","82.5","30.0","80","17.0","50.516617","-4.165850","20.50"
"24910067","09/06/2018 22:12:45","Rhinolophus ferrumequinum","107","83.9","84.8","82.5","25.0","60","17.0","50.516617","-4.165850","9.20"
"24910068","09/06/2018 22:12:56","Rhinolophus ferrumequinum","10","82.2","83.3","80.5","18.8","50","17.0","50.516617","-4.165850","1.53"
"24910069","09/06/2018 22:13:26","Myotis nattereri","13","45.2","50.8","41.9","3.0","60","17.0","50.515532","-4.167225","1.74"
"24910070","09/06/2018 22:13:28","Myotis nattereri","6","47.6","55.4","45.6","3.0","50","17.0","50.515532","-4.167225","1.49"
"24910071","09/06/2018 22:15:13","Pipistrellus pipistrellus","9","44.3","47.7","42.8","7.0","110","17.0","50.516687","-4.164520","1.82"
"24910072","09/06/2018 22:15:16","Pipistrellus pipistrellus","10","43.3","45.2","42.3","5.0","190","17.0","50.516687","-4.164520","2.40"
"24910073","09/06/2018 22:20:01","Pipistrellus pipistrellus","20","43.7","45.3","42.7","3.0","110","17.0","50.516483","-4.166352","4.45"
"24910074","09/06/2018 22:23:45","Pipistrellus pipistrellus","7","47.9","51.2","46.7","5.0","140","17.0","50.516538","-4.166010","1.84"
"24910075","09/06/2018 22:23:53","Pipistrellus pygmaeus","21","58.0","64.7","57.0","3.0","70","17.0","50.516583","-4.165947","3.25"
"24910076","09/06/2018 22:23:57","Pipistrellus pygmaeus","5","60.1","63.5","58.2","6.9","147","17.0","50.516583","-4.165947","1.61"
"24910077","09/06/2018 22:24:27","Pipistrellus pygmaeus","6","55.9","60.6","54.0","5.0","208","17.0","50.516667","-4.165847","1.49"
"24910079","09/06/2018 22:24:41","Nyctalus noctula","4","16.8","17.5","16.1","5.9","458","17.0","50.516740","-4.165765","2.31"
"24910080","09/06/2018 22:24:44","Nyctalus noctula","5","17.3","18.2","16.5","5.0","314","17.0","50.516753","-4.165695","1.56"
"24910081","09/06/2018 22:24:47","Nyctalus noctula","2","16.6","17.5","15.7","15.1","771","17.0","50.516753","-4.165695","1.56"
"24910082","09/06/2018 22:25:11","Pipistrellus pygmaeus","29","58.4","64.5","57.1","5.0","101","17.0","50.516645","-4.165728","3.69"
"24910083","09/06/2018 22:25:22","Pipistrellus pygmaeus","15","62.6","68.6","61.3","5.0","60","17.0","50.516678","-4.165693","2.31"
"24910084","09/06/2018 22:25:35","Pipistrellus pygmaeus","6","48.4","52.4","46.7","2.0","60","17.0","50.516737","-4.165642","1.50"
"24910085","09/06/2018 22:25:42","Pipistrellus pygmaeus","5","49.2","51.9","47.9","6.0","338","17.0","50.516755","-4.165673","1.50"
"24910086","09/06/2018 22:27:01","Pipistrellus pygmaeus","7","57.7","64.0","56.5","4.0","170","17.0","","","2.20"
"24910087","09/06/2018 22:28:01","Pipistrellus pygmaeus","1","18.0","21.7","17.1","2.6","0","17.0","50.516713","-4.165877","1.50"
"24910088","09/06/2018 22:28:14","Pipistrellus pygmaeus","16","58.0","52.8","48.1","7.0","100","17.0","50.516703","-4.165782","2.91"
"24910089","09/06/2018 22:28:18","Pipistrellus pygmaeus","5","58.0","53.6","48.2","10.0","106","17.0","50.516703","-4.165782","1.52"
"24910090","09/06/2018 22:28:22","Pipistrellus pygmaeus","14","53.8","57.4","52.8","4.0","180","17.0","50.516703","-4.165782","3.34"
"24910091","09/06/2018 22:28:35","Pipistrellus pygmaeus","4","37.4","41.1","36.0","5.0","204","17.0","50.516683","-4.165638","2.04"
"24910092","09/06/2018 22:28:41","Nyctalus noctula","4","28.7","31.0","27.5","3.0","163","17.0","50.516767","-4.165540","1.94"
"24910093","09/06/2018 22:28:43","Nyctalus noctula","2","36.5","38.6","35.6","50.1","343","17.0","50.516767","-4.165540","1.83"
"24910094","09/06/2018 22:28:47","Nyctalus noctula","6","17.6","18.3","16.8","11.6","730","17.0","50.516767","-4.165540","2.75"
"24910095","09/06/2018 22:28:51","Nyctalus noctula","6","23.5","28.3","21.7","7.0","140","17.0","50.516683","-4.165545","1.50"
"24910096","09/06/2018 22:28:53","Nyctalus noctula","5","20.5","22.2","19.5","14.0","566","17.0","50.516683","-4.165545","3.80"
"24910097","09/06/2018 22:32:29","Pipistrellus pygmaeus","4","55.3","59.1","54.1","5.0","270","16.0","50.516345","-4.166330","1.50"
"24910098","09/06/2018 22:34:07","Nyctalus noctula","28","30.1","34.4","28.7","3.0","420","16.0","","","8.89"
"24910099","09/06/2018 22:34:46","Myotis spec.","5","61.7","68.0","60.1","3.0","80","16.0","50.516617","-4.166123","1.84"
"24910100","09/06/2018 22:34:50","Pipistrellus pipistrellus","16","58.0","54.5","47.6","3.0","30","16.0","50.516617","-4.166123","2.18"
"24910101","09/06/2018 22:34:56","Pipistrellus pygmaeus","18","57.9","65.0","56.6","3.0","80","16.0","50.516392","-4.166590","2.68"
"24910102","09/06/2018 22:34:59","Pipistrellus pygmaeus","3","54.4","59.7","53.3","6.0","180","16.0","50.516392","-4.166590","1.50"
"24910103","09/06/2018 22:35:03","Nyctalus noctula","3","30.0","31.3","29.3","3.0","323","16.0","50.516392","-4.166590","1.50"
"24910104","09/06/2018 22:36:24","Eptesicus serotinus","5","29.5","36.2","28.2","5.0","564","16.0","50.516455","-4.166182","3.77"
"24910105","09/06/2018 22:36:29","Eptesicus serotinus","7","29.3","36.6","27.9","5.0","260","16.0","50.516455","-4.166182","2.76"
"24910106","09/06/2018 22:42:33","Nyctalus noctula","2","16.8","18.0","15.7","12.1","39","16.0","50.516530","-4.166007","1.50"
"24910107","09/06/2018 22:42:36","Nyctalus noctula","3","17.1","18.0","16.4","5.5","265","16.0","50.516530","-4.166007","1.51"
"24910108","09/06/2018 22:42:39","Nyctalus noctula","3","17.0","17.8","16.0","27.7","339","16.0","50.516530","-4.166007","1.50"
"24910109","09/06/2018 22:42:41","Nyctalus noctula","3","16.6","17.6","15.8","8.0","451","16.0","50.516442","-4.166200","1.51"
"24910110","09/06/2018 22:42:44","Nyctalus noctula","5","18.4","19.5","17.5","7.0","530","16.0","50.516442","-4.166200","3.15"
"24910111","09/06/2018 22:42:50","Nyctalus noctula","4","18.2","19.4","17.3","6.7","135","16.0","50.516442","-4.166200","1.50"
"24910112","09/06/2018 22:42:52","Nyctalus noctula","2","17.1","17.7","16.5","8.2","809","16.0","50.516442","-4.166200","1.50"
"24910113","09/06/2018 22:44:46","Pipistrellus pipistrellus","5","44.2","47.6","43.2","7.0","180","16.0","","","1.50"
"24910114","09/06/2018 22:47:10","Nyctalus noctula","23","25.0","30.2","23.7","8.1","270","16.0","","","8.89"
"24910115","09/06/2018 22:47:49","Eptesicus serotinus","5","29.8","32.2","27.9","3.0","160","16.0","50.518530","-4.139453","2.12"
"24910116","09/06/2018 22:47:53","Eptesicus serotinus","5","27.8","31.1","26.6","2.0","463","16.0","50.518657","-4.137377","2.73"
"24910117","09/06/2018 22:49:20","Eptesicus serotinus","16","26.8","30.3","25.1","3.0","280","16.0","","","6.33"
"24910119","09/06/2018 22:52:34","Nyctalus noctula","4","27.9","34.8","26.9","5.4","420","16.0","50.516642","-4.165875","1.49"
"24910120","09/06/2018 22:52:37","Eptesicus serotinus","15","29.0","34.2","27.3","3.0","430","16.0","50.516642","-4.165875","4.69"
"24910121","09/06/2018 22:54:16","Eptesicus serotinus","7","26.2","32.4","24.9","10.0","345","16.0","50.516673","-4.165945","3.24"
"24910123","09/06/2018 22:54:30","Eptesicus serotinus","10","27.1","34.2","25.4","4.0","260","16.0","50.516540","-4.166293","3.23"
"24910124","09/06/2018 22:54:45","Eptesicus serotinus","10","27.9","35.0","26.6","3.0","260","16.0","50.516550","-4.166332","3.09"
"24910125","09/06/2018 22:55:06","Eptesicus serotinus","14","27.4","32.1","26.0","5.0","250","16.0","50.516595","-4.166007","4.42"
"24910126","09/06/2018 22:55:12","Eptesicus serotinus","7","28.2","34.2","27.2","5.6","290","16.0","50.516595","-4.166007","2.93"
"24910127","09/06/2018 22:55:39","Eptesicus serotinus","22","27.5","32.6","26.2","3.0","150","16.0","50.516575","-4.166003","6.52"
"24910128","09/06/2018 22:55:56","Eptesicus serotinus","15","27.6","32.8","26.3","9.0","70","16.0","50.516463","-4.166245","4.53"
"24910129","09/06/2018 22:56:15","Eptesicus serotinus","17","27.4","33.4","26.1","3.0","130","16.0","50.516463","-4.166245","5.91"
"24910130","09/06/2018 22:56:23","Eptesicus serotinus","18","28.9","34.3","27.3","7.0","270","16.0","50.516463","-4.166245","6.38"
"24910131","09/06/2018 22:57:01","Eptesicus serotinus","24","28.2","33.1","26.7","7.0","140","16.0","50.516265","-4.166603","8.39"
"24910132","09/06/2018 22:57:11","Eptesicus serotinus","5","28.7","37.8","25.9","6.0","389","16.0","50.516265","-4.166603","3.47"
"24910133","09/06/2018 22:57:15","Eptesicus serotinus","7","27.2","33.9","25.6","4.0","150","16.0","50.516265","-4.166603","3.13"
"24910134","09/06/2018 22:57:21","Eptesicus serotinus","8","26.2","31.1","24.8","7.3","312","16.0","50.516527","-4.166060","2.80"
"24910135","09/06/2018 22:59:29","Pipistrellus pipistrellus","8","49.1","55.8","48.1","3.0","90","16.0","50.516617","-4.165733","1.67"
"24910136","09/06/2018 23:01:50","Eptesicus serotinus","5","29.0","34.2","27.6","4.0","170","16.0","50.516087","-4.166270","1.49"
"24910137","09/06/2018 23:03:23","Eptesicus serotinus","8","27.5","33.3","25.8","7.0","150","16.0","50.516483","-4.166122","2.76"
"24910138","09/06/2018 23:03:51","Eptesicus serotinus","4","27.3","37.5","26.1","5.0","180","16.0","50.516482","-4.166102","2.18"
"24910139","09/06/2018 23:03:55","Eptesicus serotinus","5","26.6","32.1","25.0","7.0","503","16.0","50.516482","-4.166102","2.67"
"24910140","09/06/2018 23:04:26","Eptesicus serotinus","7","28.2","35.0","26.9","7.0","342","16.0","50.516425","-4.166140","3.05"
"24910141","09/06/2018 23:04:29","Eptesicus serotinus","3","25.8","34.3","24.9","6.1","385","16.0","50.516425","-4.166178","2.93"
"24910142","09/06/2018 23:05:14","Pipistrellus pygmaeus","2","55.1","57.1","53.9","3.0","91","16.0","50.516558","-4.165973","1.49"
"24910143","09/06/2018 23:05:39","Pipistrellus pygmaeus","1","56.8","64.7","55.5","6.6","0","17.0","50.516605","-4.165883","1.49"
"24910144","09/06/2018 23:05:45","Pipistrellus pygmaeus","2","57.1","62.0","56.3","5.2","421","16.0","50.516567","-4.165928","1.50"
"24910145","09/06/2018 23:12:52","Pipistrellus pygmaeus","4","52.7","55.8","51.9","7.0","207","17.0","50.516460","-4.166087","1.67"
"24910146","09/06/2018 23:17:28","Eptesicus serotinus","10","27.8","35.2","26.4","3.0","310","17.0","50.516483","-4.166025","4.48"
"24910147","09/06/2018 23:23:37","Eptesicus serotinus","12","28.9","33.3","27.3","3.0","280","17.0","","","3.58"
"24910148","09/06/2018 23:23:42","Eptesicus serotinus","1","29.9","32.3","28.7","2.0","0","17.0","","","1.50"
"24910149","09/06/2018 23:31:21","Pipistrellus pygmaeus","5","56.7","65.6","55.6","5.0","113","17.0","","","1.50"
"24910150","09/06/2018 23:31:29","Pipistrellus pygmaeus","6","56.3","60.0","55.3","5.0","80","17.0","","","1.50"
"24910151","09/06/2018 23:35:28","Eptesicus serotinus","8","28.0","32.3","26.0","7.0","120","17.0","","","2.63"
"24910152","09/06/2018 23:35:32","Eptesicus serotinus","1","32.7","33.3","30.8","1.3","0","17.0","","","1.49"
"24910153","09/06/2018 23:35:34","Eptesicus serotinus","4","25.6","36.2","24.3","10.0","277","17.0","","","3.44"
"24910154","09/06/2018 23:35:54","Eptesicus serotinus","11","25.1","30.8","23.3","5.0","270","17.0","","","6.26"
"24910155","09/06/2018 23:36:42","Eptesicus serotinus","13","26.6","35.4","25.4","5.0","380","17.0","50.516498","-4.167668","5.93"
"24910156","09/06/2018 23:39:14","Eptesicus serotinus","11","29.4","34.4","27.2","3.0","150","17.0","","","3.54"
"24910157","09/06/2018 23:39:18","Eptesicus serotinus","5","25.8","34.4","23.9","10.0","219","17.0","","","2.12"
"24910158","09/06/2018 23:43:08","Pipistrellus pygmaeus","7","59.7","63.7","58.5","1.0","80","17.0","50.516517","-4.166297","1.50"
"24910159","09/06/2018 23:43:26","Pipistrellus pygmaeus","1","56.2","59.5","55.5","4.6","0","17.0","50.516528","-4.166257","1.50"
"24910160","09/06/2018 23:44:03","Pipistrellus pygmaeus","4","55.5","58.8","54.6","7.5","364","17.0","50.516573","-4.166112","1.50"
"24910161","09/06/2018 23:44:19","Eptesicus serotinus","4","27.2","34.9","25.6","9.0","257","17.0","50.516562","-4.166313","1.89"
"24910162","09/06/2018 23:44:24","Eptesicus serotinus","8","36.2","43.2","34.2","3.0","130","17.0","50.516562","-4.166313","3.37"
"24910163","09/06/2018 23:44:31","Eptesicus serotinus","3","39.4","46.1","36.2","5.0","182","17.0","50.516600","-4.166322","1.61"
"24910164","09/06/2018 23:44:37","Pipistrellus pygmaeus","2","55.4","60.4","53.9","9.8","408","17.0","50.516600","-4.166322","1.50"
"24910165","09/06/2018 23:44:47","Pipistrellus pygmaeus","5","57.1","60.9","55.6","5.0","80","17.0","50.516613","-4.166280","1.50"
"24910166","09/06/2018 23:44:51","Pipistrellus pygmaeus","0","0.0","0.0","0.0","0.0","0","17.0","50.516625","-4.166138","1.50"
"24910167","09/06/2018 23:45:22","Pipistrellus pygmaeus","5","57.0","61.3","55.7","4.0","242","17.0","50.516677","-4.165947","1.50"
"24910168","09/06/2018 23:45:29","Pipistrellus pygmaeus","3","55.8","59.9","54.9","7.0","474","17.0","50.516677","-4.165947","1.49"
"24910169","09/06/2018 23:45:39","Pipistrellus pygmaeus","9","56.1","63.0","55.2","5.0","80","17.0","50.516692","-4.166000","1.95"
"24910170","09/06/2018 23:46:45","Pipistrellus pygmaeus","3","55.7","59.0","54.5","6.3","373","17.0","50.516545","-4.166383","1.49"
"24910171","09/06/2018 23:47:17","Pipistrellus pygmaeus","5","54.9","60.7","53.3","12.0","80","17.0","50.516522","-4.166292","1.80"
"24910172","09/06/2018 23:47:24","Pipistrellus pygmaeus","8","56.8","59.5","55.4","7.0","206","17.0","50.516522","-4.166292","2.31"
"24910173","09/06/2018 23:47:36","Eptesicus serotinus","9","29.6","36.5","27.5","4.0","140","17.0","50.516542","-4.166263","2.64"
"24910174","09/06/2018 23:47:40","Eptesicus serotinus","3","31.3","35.8","30.1","3.0","270","17.0","50.516560","-4.166203","2.03"
"24910175","09/06/2018 23:50:15","Pipistrellus pygmaeus","7","56.0","56.1","49.8","5.0","70","17.0","50.516558","-4.165717","1.79"
"24910176","09/06/2018 23:50:24","Pipistrellus pygmaeus","3","32.5","37.0","31.2","11.1","146","17.0","50.516570","-4.165733","1.49"
"24910177","09/06/2018 23:50:26","Pipistrellus pygmaeus","6","56.3","61.2","55.1","5.0","80","17.0","50.516570","-4.165733","1.58"
"24910178","09/06/2018 23:57:33","Eptesicus serotinus","7","26.5","34.7","24.9","9.0","185","17.0","50.516642","-4.166168","3.07"
"24910179","09/06/2018 23:58:11","Eptesicus serotinus","13","28.0","34.2","26.7","3.0","130","17.0","50.516632","-4.165972","4.42"
"24910180","10/06/2018 00:02:59","Eptesicus serotinus","8","28.8","35.4","26.3","7.0","705","17.0","50.516623","-4.165805","7.87"
"24910181","10/06/2018 00:03:12","Eptesicus serotinus","4","28.2","32.3","26.3","3.0","325","17.0","50.516623","-4.165805","1.49"
"24910182","10/06/2018 00:03:45","Eptesicus serotinus","3","28.7","38.4","27.7","5.0","517","17.0","50.516597","-4.166180","2.53"
"24910183","10/06/2018 00:03:48","Eptesicus serotinus","3","27.6","32.6","26.7","4.2","433","17.0","50.516597","-4.166180","2.30"
"24910184","10/06/2018 00:10:15","Eptesicus serotinus","6","27.9","32.9","26.3","5.0","571","16.0","","","3.44"
"24910185","10/06/2018 00:10:19","Eptesicus serotinus","3","25.8","30.8","24.3","7.2","618","16.0","","","2.55"
"24910186","10/06/2018 00:11:47","Eptesicus serotinus","7","27.5","35.1","26.1","5.0","290","17.0","50.516665","-4.165670","4.49"
"24910187","10/06/2018 00:11:56","Eptesicus serotinus","3","27.1","31.0","25.2","4.4","443","17.0","50.516665","-4.165670","1.49"
"24910188","10/06/2018 00:23:41","Pipistrellus pygmaeus","0","0.0","0.0","0.0","0.0","0","16.0","","","1.50"
"24910189","10/06/2018 00:27:48","Eptesicus serotinus","37","28.5","33.1","26.7","3.0","130","16.0","50.516655","-4.165925","13.24"
"24910190","10/06/2018 00:30:58","Eptesicus serotinus","6","30.0","37.9","28.2","2.0","281","16.0","50.516583","-4.165960","2.91"
"24910191","10/06/2018 00:32:55","Eptesicus serotinus","16","28.0","32.6","26.1","1.0","160","16.0","50.516547","-4.165880","6.52"
"24910192","10/06/2018 00:33:20","Eptesicus serotinus","15","30.6","37.2","28.5","3.0","140","16.0","50.516508","-4.165893","4.20"
"24910193","10/06/2018 00:33:26","Eptesicus serotinus","7","26.4","31.9","24.7","3.0","290","16.0","50.516508","-4.165893","2.08"
"24910194","10/06/2018 00:33:31","Eptesicus serotinus","6","29.8","36.4","28.3","2.0","260","16.0","50.516613","-4.165818","2.38"
"24910195","10/06/2018 00:33:34","Eptesicus serotinus","22","29.5","35.0","27.4","2.0","250","16.0","50.516613","-4.165818","6.58"
"24910196","10/06/2018 00:33:42","Eptesicus serotinus","8","25.9","32.4","24.1","7.0","280","16.0","50.516632","-4.165857","3.35"
"24910197","10/06/2018 00:36:50","Eptesicus serotinus","7","26.9","30.1","25.2","6.0","572","16.0","50.516332","-4.165665","4.22"
"24910198","10/06/2018 00:39:10","Eptesicus serotinus","15","24.9","29.0","23.7","3.0","280","16.0","50.516417","-4.165590","8.20"
"24910199","10/06/2018 00:39:21","Eptesicus serotinus","9","26.7","33.9","25.2","9.0","240","16.0","50.516417","-4.165590","5.30"
"24910200","10/06/2018 00:46:16","Myotis nattereri","4","58.7","66.4","57.5","5.0","149","16.0","","","1.49"
"24910201","10/06/2018 00:46:51","Pipistrellus pygmaeus","5","55.5","59.6","54.3","6.0","165","16.0","50.516400","-4.166023","1.50"
"24910202","10/06/2018 00:46:59","Pipistrellus pygmaeus","18","56.0","61.6","55.0","7.0","80","16.0","50.516400","-4.166023","3.24"
"24910203","10/06/2018 00:47:27","Pipistrellus pygmaeus","7","56.5","62.6","55.6","5.0","70","16.0","","","1.79"
"24910204","10/06/2018 00:48:02","Pipistrellus pygmaeus","22","55.8","60.0","54.8","7.0","80","16.0","","","3.83"
"24910205","10/06/2018 00:53:07","Myotis spec.","12","44.5","52.3","41.1","3.0","50","16.0","50.516692","-4.165537","1.88"
"24910206","10/06/2018 00:53:12","Myotis spec.","2","40.6","51.6","36.2","3.3","320","16.0","50.516692","-4.165537","1.49"
"24910207","10/06/2018 00:55:37","Pipistrellus pygmaeus","5","57.2","62.4","55.8","5.0","70","16.0","","","1.63"
"24910208","10/06/2018 01:05:04","Eptesicus serotinus","10","26.7","35.7","24.8","5.0","260","16.0","","","4.26"
"24910209","10/06/2018 01:05:09","Eptesicus serotinus","11","26.6","30.3","25.1","3.0","240","16.0","","","4.28"
"24910210","10/06/2018 01:05:15","Eptesicus serotinus","2","23.7","29.6","23.0","8.2","243","16.0","","","1.50"
"24910211","10/06/2018 01:08:46","Pipistrellus pygmaeus","5","58.0","61.2","55.7","3.0","70","16.0","","","1.71"
"24910212","10/06/2018 01:08:55","Pipistrellus pygmaeus","2","54.9","56.3","54.0","7.2","269","16.0","","","1.50"
"24910213","10/06/2018 01:08:59","Pipistrellus pygmaeus","3","57.9","62.6","56.7","3.9","246","16.0","","","1.50"
"24910214","10/06/2018 01:09:11","Pipistrellus pygmaeus","5","56.9","61.0","55.6","3.0","358","16.0","","","1.83"
